1,价位,非常给力,价格,正面
1,客服,非常有耐心,服务,正面
2,_,开不了机了,硬件&性能,负面
3,客服,不给解决,服务,负面
4,性能,强,硬件&性能,正面
4,玩游戏,不带卡,使用场景,正面
4,手感,很好,外观,正面
4,_,很顺,硬件&性能,正面
5,屏显,真的差劲,硬件&性能,负面
6,外观,好看,外观,正面
6,画面,清晰,硬件&性能,正面
6,上网网速,快,硬件&性能,正面
7,性能,很满意,硬件&性能,正面
7,连上网络,不卡顿,使用场景,正面
7,速度,快,硬件&性能,正面
7,显示效果,很不错,硬件&性能,正面
7,_,比较好,整体,正面
8,打lol,卡,使用场景,负面
8,_,不怎么好,整体,负面
9,性能,ok,硬件&性能,正面
9,开机,快,硬件&性能,正面
9,_,挺薄的,外观,正面
10,显示器,淡,硬件&性能,负面
10,速度,正常,硬件&性能,正面
10,_,轻薄,外观,正面
10,_,好评,整体,正面
11,运行的速度,非常快,硬件&性能,正面
11,价格,合理,价格,正面
11,_,很薄,外观,正面
12,办公CAD,没法用,使用场景,负面
12,_,太不适用了,整体,负面
13,性比价,非常高,价格,正面
13,玩游戏,一点也不卡,使用场景,正面
13,分辨率,很高,硬件&性能,正面
13,价格,合理,价格,正面
13,卖家服务态度,好,服务,正面
14,_,超级棒,整体,正面
14,_,特别好用,整体,正面
15,物流,快,物流,正面
15,办公,很好,使用场景,正面
15,_,很喜欢,整体,正面
16,风扇,声音太大,硬件&性能,负面
17,_,降价,价格,负面
17,_,不能保价,价格,负面
18,外观,超酷,外观,正面
18,_,很棒,整体,正面
18,_,爱了,整体,正面
19,_,不错,整体,正面
19,_,好用,整体,正面
20,性能,还行,硬件&性能,正面
20,_,非常好看,外观,正面
20,_,还是很值的,价格,正面
21,_,还没开好机,硬件&性能,负面
22,品质,真的服了,整体,负面
22,_,充不了电,硬件&性能,负面
23,_,还不错,整体,正面
24,_,一点也不卡,硬件&性能,正面
24,_,顺畅,硬件&性能,正面
25,键盘,很灵敏,硬件&性能,正面
25,玩游戏,非常好,使用场景,正面
26,配置,可以,硬件&性能,正面
26,外壳,较簿,外观,负面
26,_,廉价感十足,外观,负面
27,显示屏,用过,硬件&性能,负面
27,卖家服务,差,服务,负面
28,_,降价,价格,负面
28,客服,_,服务,负面
29,速度,很快,硬件&性能,正面
29,_,不错,整体,正面
29,_,很好,整体,正面
29,_,不卡,硬件&性能,正面
30,_,没有网线接口,硬件&性能,负面
31,反应,快,硬件&性能,正面
31,存储空间,挺大的,硬件&性能,正面
31,价格,不贵,价格,正面
31,_,还不错,整体,正面
32,_,又降价,价格,负面
33,_,很重,外观,负面
34,退货,拖拖拉拉的,服务,负面
